Record ID,Policy Number,Driver ID,Vehicle ID,Vehicle Model Year,Location ID,Total Premium
18032,1014267,17267,31,2007,68,1444.6640506849315
18033,1014301,17301,86,2011,294,1486.779119178082
18034,1014338,17338,59,2007,148,1504.8284342465752
18035,1014370,17370,64,2006,381,2070.3736397260272
18036,1014401,17401,36,2011,422,1546.943502739726
18037,1014403,17403,80,2010,362,2268.916105479452
18038,1014451,17451,56,2006,173,1679.3051465753424
18039,1014459,17459,19,2010,357,2401.2777493150684
18040,1014478,17478,49,2007,252,1558.9763794520547
18041,1014554,17554,46,2010,342,2305.0147356164384
18042,1014596,17596,65,2009,214,2870.5599410958903
18043,1014631,17631,52,2007,352,1956.061310958904
18044,1014652,17652,60,2012,84,608.3791191780822
18045,1014665,17665,36,2010,184,3171.38185890411
18046,1014722,17722,38,2008,28,3664.729804109589
18047,1014827,17827,79,2006,570,3363.9078863013697
18048,1014886,17886,21,2009,336,1931.9955575342465
18049,1014936,17936,76,2006,188,2160.620215068493
18050,1015084,18084,79,2010,525,2834.461310958904
18051,1015156,18156,84,2010,164,1210.0229547945205
18052,1015187,18187,73,2013,111,1462.7133657534246
18053,1015270,18270,6,2006,239,2834.461310958904
18054,1015373,18373,54,2009,168,3026.9873383561644
18055,1015378,18378,66,2009,275,1005.4640506849315
18056,1015423,18423,81,2009,185,1721.420215068493
18057,1015432,18432,34,2013,567,843.0202150684931
18058,1015480,18480,81,2009,207,2034.2750095890408
18059,1015614,18614,59,2008,135,1240.1051465753424
18060,1015652,18652,86,2011,325,3496.2695301369863
18061,1015851,18851,69,2010,47,4591.261310958904
18062,1015858,18858,54,2012,406,1107.743502739726
18063,1015964,18964,8,2012,580,1968.0941876712327
18064,1015992,18992,6,2012,34,1450.6804890410958
18065,1015997,18997,44,2006,138,1661.255831506849
18066,1016129,19129,66,2007,567,2329.080489041096
18067,1016181,19181,32,2011,15,1083.6777493150685
18068,1016183,19183,76,2011,207,1065.6284342465751
18069,1016211,19211,77,2006,85,3075.1188452054794
18070,1016320,19320,78,2008,494,1252.138023287671
18071,1016325,19325,29,2009,347,885.1352835616439
18072,1016353,19353,51,2009,586,1907.929804109589
18073,1016392,19392,5,2013,534,2641.9352835616437
18074,1016427,19427,67,2013,283,2461.4421328767125
18075,1016431,19431,36,2006,125,1366.4503520547944
18076,1016530,19530,22,2011,21,1787.6010369863013
18077,1016748,19748,70,2012,114,2449.409256164384
18078,1016760,19760,41,2009,133,3087.151721917808
18079,1016806,19806,76,2013,240,1294.2530917808217
18080,1016906,19906,49,2010,337,4001.6503520547944
18081,1016941,19941,55,2011,136,1276.2037767123286
18082,1016951,19951,72,2012,530,674.5599410958904
18083,1016975,19975,39,2013,502,1703.3709
18084,1016984,19984,40,2011,325,1318.3188452054794
18085,1017020,20020,80,2006,272,2846.494187671233
18086,1017026,20026,30,2008,400,1312.302406849315
18087,1017094,20094,5,2006,41,1799.63391369863
18088,1017095,20095,62,2010,582,1931.9955575342465
18089,1017122,20122,82,2012,285,1131.8092561643834
18090,1017251,20251,54,2005,432,1558.9763794520547
18091,1017279,20279,70,2007,353,2569.7380232876712
18092,1017316,20316,54,2011,267,1288.2366534246573
18093,1017486,20486,77,2013,7,1083.6777493150685
18094,1017565,20565,26,2008,85,1528.8941876712327
18095,1017589,20589,48,2005,571,1793.6174753424657
18096,1017760,20760,67,2012,454,1029.529804109589
18097,1017786,20786,54,2010,444,1931.9955575342465
18098,1017961,20961,82,2005,84,3075.1188452054794
18099,1017979,20979,5,2011,82,2678.0339136986304
18100,1018035,21035,1,2011,65,1564.9928178082191
18101,1018062,21062,57,2008,385,2593.8037767123287
18102,1018089,21089,4,2008,375,2617.869530136986
18103,1018125,21125,59,2007,516,2545.6722698630138
18104,1018135,21135,11,2006,37,2678.0339136986304
18105,1018161,21161,87,2007,284,3099.184598630137
18106,1018186,21186,45,2013,271,939.2832287671233
18107,1018207,21207,76,2010,292,2280.948982191781
18108,1018263,21263,73,2005,520,4446.866790410958
18109,1018279,21279,44,2010,326,1516.861310958904
18110,1018377,21377,80,2011,2,2208.7517219178085
18111,1018388,21388,53,2009,299,2702.099667123288
18112,1018512,21512,53,2009,586,1390.5161054794519
18113,1018525,21525,7,2007,223,2341.1133657534247
18114,1018604,21604,70,2007,167,1601.0914479452053
18115,1018638,21638,82,2005,101,4338.5709
18116,1018699,21699,22,2011,201,4314.505146575342
18117,1018731,21731,72,2012,209,806.9215849315069
18118,1018745,21745,43,2010,93,2377.211995890411
18119,1018770,21770,73,2013,198,3014.9544616438357
18120,1018795,21795,13,2006,20,3327.8092561643834
18121,1018877,21877,15,2010,98,1366.4503520547944
18122,1018932,21932,84,2005,274,1859.7982972602738
18123,1019148,22148,76,2009,506,3881.321584931507
18124,1019162,22162,87,2011,306,1552.9599410958904
18125,1019364,22364,81,2013,477,2317.047612328767
18126,1019479,22479,43,2009,260,2882.592817808219
18127,1019499,22499,48,2010,86,1294.2530917808217
18128,1019624,22624,36,2008,204,3604.565420547945
18129,1019642,22642,38,2007,269,1402.5489821917806
18130,1019810,22810,79,2005,295,2617.869530136986
18131,1019814,22814,57,2010,138,2653.9681602739724
18132,1019873,22873,17,2009,368,2906.6585712328765
18133,1019916,22916,71,2013,109,2148.5873383561643
18134,1019931,22931,76,2013,205,572.280489041096
18135,1019962,22962,36,2006,254,2220.784598630137
18136,1020025,23025,40,2012,60,1354.4174753424657
18137,1020034,23034,62,2008,547,1637.1900780821916
18138,1020063,23063,55,2010,374,1197.9900780821918
18139,1020067,23067,58,2008,79,2329.080489041096
18140,1020092,23092,69,2012,461,2425.343502739726
18141,1020323,23323,12,2010,148,837.0037767123288
18142,1020331,23331,44,2012,432,2232.817475342466
18143,1020401,23401,59,2007,222,1962.0777493150683
18144,1020410,23410,62,2005,332,1913.9462424657534
18145,1020444,23444,28,2009,222,3111.2174753424656
18146,1020526,23526,15,2013,54,812.9380232876713
18147,1020652,23652,65,2010,50,1089.6941876712328
18148,1020663,23663,69,2008,13,1595.075009589041
18149,1020673,23673,77,2012,517,3484.2366534246576
18150,1020796,23796,59,2006,76,1336.3681602739725
18151,1020832,23832,72,2006,61,2990.888708219178
18152,1020865,23865,66,2007,238,1210.0229547945205
18153,1020870,23870,49,2010,115,1968.0941876712327
18154,1020941,23941,71,2006,266,1907.929804109589
18155,1020987,23987,31,2009,314,1288.2366534246573
18156,1020997,23997,77,2009,87,1721.420215068493
18157,1021009,24009,69,2010,89,1540.9270643835614
18158,1021143,24143,68,2010,34,1450.6804890410958
18159,1021171,24171,77,2011,63,1823.6996671232876
18160,1021172,24172,20,2010,332,1703.3709
18161,1021193,24193,66,2010,416,2581.7709
18162,1021195,24195,69,2009,349,2918.6914479452057
18163,1021275,24275,32,2012,467,909.2010369863013
18164,1021371,24371,71,2008,368,3965.551721917808
18165,1021439,24439,12,2011,188,1402.5489821917806
18166,1021488,24488,80,2006,555,2882.592817808219
18167,1021491,24491,46,2005,394,1667.2722698630137
18168,1021580,24580,31,2010,293,1222.0558315068492
18169,1021594,24594,72,2006,521,1727.4366534246574
18170,1021643,24643,51,2011,389,2064.357201369863
18171,1021673,24673,81,2013,586,2942.757201369863
18172,1021726,24726,80,2012,141,2641.9352835616437
18173,1021849,24849,87,2013,27,1366.4503520547944
18174,1021874,24874,20,2005,134,1342.384598630137
18175,1021898,24898,78,2009,60,1805.6503520547944
18176,1021998,24998,54,2009,420,1697.3544616438355
18177,1022081,25081,35,2012,310,867.0859684931507
18178,1022226,25226,49,2008,46,1571.0092561643835
18179,1022283,25283,82,2010,311,3580.4996671232875
18180,1022339,25339,45,2008,14,1402.5489821917806
18181,1022464,25464,55,2008,129,1312.302406849315
18182,1022479,25479,77,2011,600,3014.9544616438357
18183,1022495,25495,84,2007,167,5277.1352835616435
18184,1022633,25633,40,2005,102,3339.842132876712
18185,1022644,25644,45,2007,350,3387.9736397260276
18186,1022684,25684,32,2010,117,2256.8832287671235
18187,1022708,25708,31,2011,510,1252.138023287671
18188,1022709,25709,28,2013,427,271.4585712328767
18189,1022800,25800,75,2006,314,3941.4859684931507
18190,1022917,25917,41,2011,377,584.3133657534247
18191,1022934,25934,73,2011,271,2329.080489041096
18192,1022951,25951,46,2006,218,3075.1188452054794
18193,1023016,26016,54,2010,81,3568.4667904109588
18194,1023052,26052,86,2005,94,1432.6311739726027
18195,1023130,26130,82,2010,107,2846.494187671233
18196,1023171,26171,32,2013,215,1089.6941876712328
18197,1023203,26203,67,2010,39,2714.1325438356166
18198,1023237,26237,72,2013,284,2148.5873383561643
18199,1023281,26281,13,2007,169,1432.6311739726027
18200,1023406,26406,55,2008,263,1522.8777493150683
18201,1023522,26522,58,2006,334,2678.0339136986304
18202,1023544,26544,47,2013,110,1173.924324657534
18203,1023616,26616,82,2005,103,4519.064050684931
18204,1023680,26680,56,2005,454,2659.984598630137
18205,1023690,26690,59,2008,129,1474.7462424657533
18206,1023747,26747,13,2011,285,933.266790410959
18207,1023767,26767,4,2007,21,2497.540763013699
18208,1023782,26782,56,2013,507,2028.2585712328766
18209,1023785,26785,14,2013,198,2136.5544616438356
18210,1023802,26802,43,2006,137,4314.505146575342
18211,1023811,26811,55,2008,186,1775.5681602739724
18212,1023852,26852,47,2008,24,5241.036653424657
18213,1023857,26857,69,2006,461,1029.529804109589
18214,1023864,26864,32,2010,251,3303.743502739726
18215,1023886,26886,35,2012,511,2172.653091780822
18216,1023927,26927,30,2011,517,2942.757201369863
18217,1023965,26965,82,2009,221,1426.614735616438
18218,1023980,26980,79,2009,582,1546.943502739726
18219,1024004,27004,41,2006,368,1204.0065164383561
18220,1024055,27055,59,2011,121,2425.343502739726
18221,1024087,27087,67,2005,403,3255.611995890411
18222,1024156,27156,82,2012,16,2353.1462424657534
18223,1024173,27173,86,2005,323,4615.327064383561
18224,1024189,27189,70,2013,474,1679.3051465753424
18225,1024273,27273,75,2008,80,3075.1188452054794
18226,1024274,27274,66,2008,334,1619.1407630136985
18227,1024308,27308,46,2010,407,1059.6119958904108
18228,1024321,27321,46,2008,285,3135.283228767123
18229,1024352,27352,47,2007,238,3123.2503520547943
18230,1024410,27410,45,2011,298,1204.0065164383561
18231,1024494,27494,37,2012,140,4410.768160273972
18232,1024532,27532,55,2005,531,1288.2366534246573
18233,1024565,27565,57,2007,433,2593.8037767123287
18234,1024618,27618,65,2009,448,1733.4530917808218
18235,1024649,27649,50,2007,200,1480.7626808219177
18236,1024679,27679,39,2007,200,1956.061310958904
18237,1024733,27733,35,2012,257,1167.9078863013697
18238,1024735,27735,50,2005,486,3424.072269863014
18239,1024760,27760,65,2008,562,1763.5352835616436
18240,1024762,27762,38,2005,257,4892.083228767123
18241,1024772,27772,2,2009,23,2617.869530136986
18242,1024792,27792,41,2007,178,3724.894187671233
18243,1024805,27805,44,2006,201,4109.946242465753
18244,1024830,27830,1,2006,68,3472.203776712329
18245,1024849,27849,54,2009,62,3640.6640506849317
18246,1024863,27863,87,2011,1,602.3626808219178
18247,1024926,27926,31,2011,16,1161.8914479452053
18248,1024959,27959,55,2013,442,1204.0065164383561
18249,1025128,28128,20,2005,196,1252.138023287671
18250,1025208,28208,79,2009,247,1558.9763794520547
18251,1025226,28226,35,2007,185,2208.7517219178085
18252,1025231,28231,44,2005,234,1938.0119958904108
18253,1025239,28239,40,2011,550,1113.7599410958903
18254,1025278,28278,24,2010,245,3014.9544616438357
18255,1025367,28367,74,2010,346,3183.4147356164385
18256,1025454,28454,19,2011,253,3219.5133657534248
18257,1025462,28462,70,2006,449,2714.1325438356166
18258,1025507,28507,40,2012,368,2112.488708219178
18259,1025607,28607,59,2011,518,4290.439393150685
18260,1025619,28619,73,2012,584,1540.9270643835614
18261,1025625,28625,79,2007,366,3123.2503520547943
18262,1025648,28648,74,2012,89,3520.335283561644
18263,1025655,28655,8,2013,168,2714.1325438356166
18264,1025683,28683,75,2005,180,3556.43391369863
18265,1025794,28794,83,2013,453,2750.231173972603
18266,1025808,28808,53,2008,229,2822.4284342465753
18267,1025844,28844,61,2009,156,861.0695301369863
18268,1025917,28917,44,2006,57,1498.8119958904108
18269,1025979,28979,19,2011,18,2906.6585712328765
18270,1025997,28997,52,2008,539,1685.3215849315068
18271,1026001,29001,23,2012,393,1035.5462424657533
18272,1026038,29038,31,2013,221,843.0202150684931
18273,1026055,29055,81,2012,542,830.9873383561644
18274,1026126,29126,53,2007,104,2557.7051465753425
18275,1026164,29164,18,2010,40,2509.5736397260275
18276,1026262,29262,68,2009,575,2858.5270643835615
18277,1026338,29338,68,2012,113,1775.5681602739724
18278,1026367,29367,52,2013,376,1125.792817808219
18279,1026416,29416,78,2009,266,1444.6640506849315
18280,1026435,29435,78,2009,199,2485.50788630137
18281,1026494,29494,26,2005,239,2323.0640506849318
18282,1026565,29565,42,2006,35,1661.255831506849
18283,1026593,29593,30,2005,113,3087.151721917808
18284,1026655,29655,62,2013,94,1571.0092561643835
18285,1026659,29659,62,2012,265,1883.8640506849313
18286,1026693,29693,29,2007,100,1462.7133657534246
18287,1026754,29754,69,2008,579,2305.0147356164384
18288,1026757,29757,77,2011,321,3448.1380232876713
18289,1026773,29773,24,2007,183,1691.3380232876711
18290,1026834,29834,61,2006,516,1131.8092561643834
18291,1026840,29840,68,2013,208,1228.0722698630136
18292,1026862,29862,80,2010,240,1733.4530917808218
18293,1026877,29877,76,2005,282,2990.888708219178
18294,1026916,29916,31,2013,378,2774.2969273972603
18295,1027012,30012,60,2007,599,3207.480489041096
18296,1027031,30031,55,2005,393,2311.0311739726026
18297,1027053,30053,67,2010,505,1276.2037767123286
18298,1027060,30060,8,2012,80,1053.5955575342464
18299,1027064,30064,40,2007,132,3797.0914479452053
18300,1027206,30206,53,2005,383,2124.521584931507
18301,1027306,30306,53,2005,299,2407.294187671233
18302,1027339,30339,41,2007,132,1763.5352835616436
18303,1027407,30407,66,2007,202,1962.0777493150683
18304,1027537,30537,46,2006,276,3917.4202150684932
18305,1027598,30598,16,2010,407,2894.6256945205478
18306,1027726,30726,62,2011,167,1300.269530136986
18307,1027746,30746,18,2009,139,2882.592817808219
18308,1027781,30781,21,2011,272,2798.362680821918
18309,1027823,30823,36,2010,390,1179.9407630136984
18310,1027945,30945,87,2005,430,4109.946242465753
18311,1028015,31015,33,2009,141,1697.3544616438355
18312,1028026,31026,51,2006,270,1185.9572013698628
18313,1028070,31070,78,2006,122,2593.8037767123287
18314,1028080,31080,82,2009,308,3171.38185890411
18315,1028269,31269,50,2009,215,1571.0092561643835
18316,1028380,31380,25,2011,224,2666.001036986301
18317,1028393,31393,53,2013,40,1998.1763794520546
18318,1028399,31399,65,2006,597,1366.4503520547944
18319,1028436,31436,62,2011,513,1288.2366534246573
18320,1028441,31441,69,2009,225,2906.6585712328765
18321,1028446,31446,4,2008,358,939.2832287671233
18322,1028448,31448,21,2009,24,1270.1873383561642
18323,1028489,31489,69,2012,231,2172.653091780822
18324,1028504,31504,56,2006,498,3424.072269863014
18325,1028676,31676,20,2011,185,2184.6859684931505
18326,1028679,31679,4,2011,182,1715.4037767123286
18327,1028698,31698,74,2012,208,1456.6969273972602
18328,1028742,31742,28,2013,417,1294.2530917808217
18329,1028788,31788,45,2011,233,2112.488708219178
18330,1028934,31934,21,2008,236,1805.6503520547944
18331,1029004,32004,35,2012,166,1643.206516438356
18332,1029040,32040,34,2011,94,2894.6256945205478
18333,1029044,32044,31,2012,367,2100.4558315068493
18334,1029078,32078,65,2011,185,1510.8448726027395
18335,1029081,32081,57,2011,43,2545.6722698630138
18336,1029095,32095,69,2006,546,3315.7763794520547
18337,1029164,32164,30,2011,105,951.3161054794521
18338,1029227,32227,48,2008,40,3111.2174753424656
18339,1029282,32282,80,2007,253,2762.2640506849316
18340,1029361,32361,45,2005,355,4049.7818589041094
18341,1029450,32450,44,2011,407,2509.5736397260275
18342,1029491,32491,66,2006,137,3845.2229547945203
18343,1029529,32529,73,2007,518,2425.343502739726
18344,1029550,32550,28,2012,306,1005.4640506849315
18345,1029628,32628,28,2005,394,2004.1928178082192
18346,1029630,32630,50,2005,445,3400.0065164383564
18347,1029666,32666,58,2009,478,1980.1270643835614
18348,1029721,32721,65,2007,366,1216.0393931506849
18349,1029763,32763,7,2011,540,1179.9407630136984
18350,1029841,32841,43,2007,241,1697.3544616438355
18351,1029888,32888,43,2006,395,3207.480489041096
18352,1029903,32903,57,2006,312,2678.0339136986304
18353,1029929,32929,85,2006,255,3821.157201369863
18354,1029957,32957,77,2005,116,3400.0065164383564
18355,1000096,3096,37,2012,226,1980.1270643835614
18356,1000240,3240,65,2007,201,1731.1188452054794
18357,1000454,3454,60,2007,464,1712.9709
18358,1001348,4348,76,2006,564,1846.0558315068492
18359,1001474,4474,20,2006,37,3183.4147356164385
18360,1002662,5662,68,2009,479,2509.5736397260275
18361,1003456,6456,7,2012,314,1534.910626027397
18362,1009271,12271,3,2011,339,1235.075009589041
18363,1011686,14686,80,2007,136,1519.3928178082192
18364,1013656,16656,65,2006,88,1265.3215849315068
18365,1013665,16665,86,2008,177,2750.231173972603
18366,1014627,17627,62,2012,511,1295.5681602739726
18367,1015019,18019,76,2009,159,1283.4695301369864
18368,1016808,19808,30,2011,228,3243.5791191780822
18369,1016901,19901,17,2006,109,1634.329804109589
18370,1018443,21443,64,2007,498,4892.083228767123
18371,1018490,21490,61,2013,128,1318.3188452054794
18372,1019161,22161,49,2011,200,696.6859684931508
18373,1020928,23928,85,2011,572,3797.0914479452053
18374,1021049,24049,3,2006,195,1198.779119178082
18375,1021522,24522,46,2007,108,3039.020215068493
18376,1022399,25399,34,2013,34,2774.2969273972603
18377,1023438,26438,66,2010,134,1446.8010369863014
18378,1024425,27425,68,2010,300,1956.061310958904
18379,1024777,27777,63,2010,358,2305.0147356164384
18380,1026532,29532,56,2006,83,3099.184598630137
18381,1028608,31608,74,2008,8,1271.3709
18382,1000038,3038,73,2009,473,2593.8037767123287
18383,1000122,3122,85,2011,170,4025.716105479452
18384,1000159,3159,64,2013,212,1366.4503520547944
18385,1000383,3383,28,2012,383,1679.3051465753424
18386,1000486,3486,86,2010,33,3664.729804109589
18387,1000719,3719,39,2008,142,3724.894187671233
18388,1000747,3747,8,2005,322,3748.9599410958904
18389,1000894,3894,73,2007,501,1543.5900780821917
18390,1001145,4145,45,2008,30,1083.8421328767122
18391,1001184,4184,24,2008,221,2509.5736397260275
18392,1001245,4245,66,2007,366,3039.020215068493
18393,1001470,4470,62,2012,583,1270.1873383561642
18394,1001686,4686,72,2006,439,3953.5188452054795
18395,1001937,4937,86,2005,77,4386.702406849315
18396,1002026,5026,25,2013,121,896.3133657534247
18397,1002290,5290,8,2007,84,2834.461310958904
18398,1002733,5733,17,2010,397,1011.2503520547947
18399,1002893,5893,87,2011,2,4567.195557534246
18400,1002983,5983,46,2006,203,3123.2503520547943
18401,1002995,5995,48,2010,210,2033.5845986301367
18402,1003149,6149,78,2008,81,4230.275009589041
18403,1003419,6419,47,2005,151,3363.9078863013697
18404,1003469,6469,65,2010,256,1591.9845986301368
18405,1003611,6611,2,2006,347,3099.184598630137
18406,1003691,6691,58,2006,598,3989.6174753424657
18407,1004037,7037,43,2005,143,4001.6503520547944
18408,1004460,7460,36,2010,393,2762.2640506849316
18409,1004542,7542,49,2009,363,1919.9626808219177
18410,1004779,7779,54,2009,485,1041.4969273972602
18411,1004816,7816,40,2012,187,739.0311739726028
18412,1005044,8044,2,2006,352,1561.7380232876712
18413,1005063,8063,87,2009,229,1259.2722698630137
18414,1005073,8073,74,2010,408,1859.7982972602738
18415,1005139,8139,81,2013,322,1616.1818589041095
18416,1005247,8247,4,2013,168,787.425694520548
18417,1005398,8398,20,2009,354,1380.2585712328766
18418,1005720,8720,52,2008,439,2533.639393150685
18419,1005767,8767,61,2012,377,999.1517219178082
18420,1005817,8817,37,2013,519,1029.529804109589
18421,1006074,9074,28,2012,142,1919.9626808219177
18422,1006379,9379,2,2007,94,3255.611995890411
18423,1006876,9876,44,2010,425,890.2640506849316
18424,1006881,9881,87,2013,247,3724.894187671233
18425,1006955,9955,44,2012,8,1241.124324657534
18426,1006966,9966,19,2012,15,2702.099667123288
18427,1007058,10058,34,2006,263,1198.779119178082
18428,1007346,10346,1,2008,331,1295.5681602739726
18429,1007389,10389,40,2007,23,4952.247612328767
18430,1007430,10430,78,2011,183,3075.1188452054794
18431,1007465,10465,82,2009,204,1622.2311739726026
18432,1007634,10634,11,2006,383,1634.329804109589
18433,1007729,10729,73,2009,109,4170.110626027396
18434,1008212,11212,18,2010,294,2641.9352835616437
18435,1008806,11806,84,2006,225,3075.1188452054794
18436,1008891,11891,20,2012,364,1023.3489821917809
18437,1009048,12048,60,2007,487,2292.9818589041097
18438,1009107,12107,24,2013,500,400.2695301369863
18439,1009397,12397,2,2012,35,2196.7188452054793
18440,1009409,12409,56,2005,555,2966.8229547945207
18441,1009545,12545,54,2011,513,944.70788630137
18442,1009669,12669,62,2009,366,2088.4229547945206
18443,1009720,12720,48,2008,103,2341.1133657534247
18444,1009730,12730,84,2013,153,1967.0421328767122
18445,1009757,12757,79,2012,32,1495.1955575342465
18446,1010128,13128,77,2006,255,1585.9352835616437
18447,1010136,13136,86,2007,50,4073.847612328767
18448,1010183,13183,43,2009,363,2184.6859684931505
18449,1010897,13897,56,2009,338,3255.611995890411
18450,1010958,13958,63,2013,286,1138.2859684931507
18451,1011176,14176,57,2009,466,2033.5845986301367
18452,1011325,14325,10,2010,305,1715.4037767123286
18453,1011359,14359,44,2012,452,908.411995890411
18454,1011365,14365,40,2006,73,1573.8366534246575
18455,1011574,14574,67,2010,15,1755.316105479452
18456,1011695,14695,77,2007,130,3436.1051465753426
18457,1012461,15461,79,2007,350,1610.1325438356164
18458,1012629,15629,35,2008,330,2136.5544616438356
18459,1012659,15659,27,2010,301,1283.4695301369864
18460,1012790,15790,74,2009,146,4278.4065164383555
18461,1013224,16224,29,2011,250,1919.9626808219177
18462,1013703,16703,78,2005,299,4964.280489041095
18463,1013788,16788,28,2009,367,2653.9681602739724
18464,1013808,16808,26,2010,31,1931.9955575342465
18465,1013830,16830,48,2010,539,974.9544616438358
18466,1014003,17003,61,2005,421,3279.6777493150685
18467,1014350,17350,69,2005,80,1809.7599410958903
18468,1014481,17481,42,2012,517,811.6229547945206
18469,1014857,17857,18,2012,202,2088.4229547945206
18470,1014972,17972,41,2006,230,3520.335283561644
18471,1015139,18139,63,2008,522,3640.6640506849317
18472,1015147,18147,35,2013,597,3953.5188452054795
18473,1015212,18212,30,2013,124,817.6722698630138
18474,1015228,18228,81,2013,476,950.7572013698631
18475,1015521,18521,69,2005,230,1821.8585712328766
18476,1015601,18601,43,2008,231,811.6229547945206
18477,1015786,18786,66,2006,473,4109.946242465753
18478,1015793,18793,50,2009,268,1799.63391369863
18479,1015801,18801,79,2006,548,2069.880489041096
18480,1015880,18880,41,2005,8,3231.5462424657535
18481,1015905,18905,83,2010,271,3652.6969273972604
18482,1016357,19357,81,2013,144,1241.124324657534
18483,1016604,19604,59,2012,117,1398.4065164383562
18484,1016719,19719,55,2013,339,884.2147356164384
18485,1016863,19863,59,2013,156,1919.9626808219177
18486,1016923,19923,61,2007,152,4097.913365753424
18487,1017635,20635,75,2013,23,823.7215849315069
18488,1017904,20904,80,2006,520,1835.7325438356163
18489,1018112,21112,55,2006,383,1531.4914479452054
18490,1018221,21221,72,2008,512,3712.861310958904
18491,1018304,21304,27,2012,155,757.1791191780823
18492,1018589,21589,61,2012,471,1017.2996671232878
18493,1018665,21665,22,2008,127,1670.625694520548
18494,1018843,21843,15,2010,124,1162.4832287671231
18495,1019097,22097,47,2013,22,1583.0421328767122
18496,1019333,22333,16,2008,294,1694.8229547945205
18497,1019457,22457,67,2006,512,1477.0476123287672
18498,1019472,22472,77,2009,194,950.7572013698631
18499,1019488,22488,68,2013,255,1047.5462424657533
18500,1019846,22846,56,2009,291,1216.9270643835616
18501,1019870,22870,23,2009,330,1428.6530917808218
18502,1019878,22878,8,2013,229,1053.5955575342466
18503,1020093,23093,70,2010,263,2545.6722698630138
18504,1020126,23126,11,2006,265,2750.231173972603
18505,1020369,23369,66,2007,481,1543.5900780821917
18506,1020700,23700,63,2012,8,2666.001036986301
18507,1020884,23884,47,2008,9,1871.8311739726025
18508,1020911,23911,50,2013,198,1035.447612328767
18509,1020947,23947,42,2006,179,1821.8585712328766
18510,1021268,24268,43,2010,364,1035.447612328767
18511,1021502,24502,31,2013,354,454.7133657534246
18512,1021680,24680,16,2008,399,2100.4558315068493
18513,1021900,24900,77,2010,449,2028.2585712328766
18514,1022020,25020,59,2007,516,2738.198297260274
18515,1022153,25153,41,2007,227,1840.0065164383561
18516,1022376,25376,53,2008,494,3520.335283561644
18517,1022429,25429,57,2012,74,2617.869530136986
18518,1022765,25765,62,2009,484,2557.7051465753425
18519,1022900,25900,61,2009,356,1313.716105479452
18520,1022911,25911,47,2010,309,1253.2229547945205
18521,1023139,26139,60,2005,189,1973.0914479452053
18522,1023720,26720,2,2013,289,684.5873383561644
18523,1023824,26824,41,2006,385,1616.1818589041095
18524,1024171,27171,43,2012,365,1144.3352835616438
18525,1024191,27191,55,2013,550,1041.4969273972602
18526,1024203,27203,20,2010,66,872.1161054794521
18527,1024214,27214,42,2010,98,1271.3709
18528,1024279,27279,38,2009,367,2557.7051465753425
18529,1024355,27355,70,2013,274,1350.0119958904108
18530,1024377,27377,8,2012,300,1483.0969273972603
18531,1024518,27518,73,2010,166,1053.5955575342466
18532,1024539,27539,71,2013,412,3845.2229547945203
18533,1024755,27755,53,2006,183,4206.209256164383
18534,1024969,27969,82,2008,423,1380.2585712328766
18535,1025069,28069,77,2009,157,1712.9709
18536,1025368,28368,54,2009,488,2124.521584931507
18537,1025981,28981,70,2007,344,1101.9900780821918
18538,1026365,29365,40,2011,144,884.2147356164384
18539,1026432,29432,40,2010,135,3508.302406849315
18540,1026852,29852,58,2010,528,1513.3435027397259
18541,1027069,30069,11,2007,41,1791.611995890411
18542,1027160,30160,27,2007,48,2354.198297260274
18543,1027220,30220,70,2006,135,2190.866790410959
18544,1027241,30241,77,2009,180,799.5243246575343
18545,1027444,30444,69,2007,535,1700.8722698630136
18546,1027891,30891,84,2008,266,3809.124324657534
18547,1028260,31260,87,2009,144,2738.198297260274
18548,1028492,31492,37,2008,341,3135.283228767123
18549,1028553,31553,68,2006,466,1864.2037767123288
18550,1028582,31582,18,2006,218,3400.0065164383564
18551,1028639,31639,40,2008,429,2136.5544616438356
18552,1028700,31700,50,2010,543,1114.088708219178
18553,1028790,31790,62,2006,330,2402.5928178082195
18554,1028816,31816,48,2009,175,3375.9407630136984
18555,1028970,31970,76,2007,331,1573.8366534246575
18556,1029293,32293,77,2005,96,3039.020215068493
18557,1029391,32391,86,2009,272,3327.8092561643834
18558,1029455,32455,40,2010,93,2172.653091780822
18559,1029642,32642,26,2008,98,1325.8147356164384
18560,1029701,32701,52,2011,233,1071.743502739726
18561,1029982,32982,24,2006,6,2918.6914479452057
18562,1000045,3045,72,2011,114,2425.343502739726
18563,1000059,3059,64,2008,343,4855.984598630136
18564,1000068,3068,87,2010,413,2040.2914479452054
18565,1000342,3342,22,2006,324,1931.9955575342465
18566,1000357,3357,37,2010,235,2100.4558315068493
18567,1000391,3391,84,2009,258,1138.2859684931507
18568,1000404,3404,80,2010,586,2209.0147356164384
18569,1000422,3422,43,2005,70,3135.283228767123
18570,1000450,3450,56,2008,219,860.0174753424658
18571,1000543,3543,47,2010,63,1919.9626808219177
18572,1000605,3605,32,2010,309,2244.8503520547947
18573,1000607,3607,5,2009,55,1679.3051465753424
18574,1000626,3626,78,2008,359,1386.3078863013698
18575,1000648,3648,55,2007,340,2209.0147356164384
18576,1000742,3742,86,2011,518,1561.7380232876712
